Which of the following is an example of a monument that is NOT considered a sacred space?,The Taj Mahal,The Ganges River,The Wailing Wall,The Hiroshima Peace Memorial,The Bodhi tree,D
"Namibia, a state in the southwestern part of Africa, has a prorupted shape: while mostly compact, it includes a nearly 300-mile protrusion called the Caprivi Strip that extends eastward to the Zambezi River.",Shorter trade routes throughout a more compacted state,Control over different nationalities within the borders,Access to more raw materials and trade routes,Greater economic autonomy from colonizers,Improved transportation throughout the country,C
"Which of the following best describes a primary purpose for why state and local political boundaries were defined, delimited, and demarcated in the United States?",To establish the authority of the federal government,To set the limits of political sovereignty,To prevent gerrymandering from taking place,To encourage the development of regional identity,To establish political voting districts,B
"After decades of Soviet rule and control of Eastern Europe, in 1989, the Berlin Wall and the Iron Curtain fell, precipitating the end of the Soviet Union. This is best described as an example of which of the following?",Devolution,Heartland theory,Imperialism,Balkanization,Annexation,A
All of the following are considered development indicators EXCEPT,birth rate,technological advancement,gender balance,economic sector,conservation,E
A good example of a monolingual country would be,Canada,Japan,Turkey,The United Kingdom,South Africa,B
"A family of immigrants learns the language of their new country, with each generation becoming more fluent. This process is an example of which of the following?",Irredentism,Acculturation,Centrifugal force,Cultural shatterbelt,Chain migration,B
"Due to population changes, political boundaries must be redrawn so that districts are more representative of the new population numbers. Suppose a state legislature that is controlled by a dominant political party manipulates this process to help elect candidates of its party. This process would best be described as",reapportionment,district formation,gerrymandering,census taking,geopolitics,C
"In the 1990s, in Rwanda, conflict between the Hutus and the Tutsis caused the deaths of hundreds of thousands of people. This is best described as an example of",a religious conflict,an ethnic conflict,a conflict between a colony and colonizer,a conflict over slavery,a conflict over communism,B
Which of the following international agreements most likely gives the details concerning the United States' legal rights to extract oil off the U.S. coast?,The Kyoto Protocol,The Paris Climate Agreement,The North American Free Trade Agreement (NAFTA),The membership agreement with the Organization of the Petroleum Exporting Countries (OPEC),The UN’s International Law of the Sea,E
"From the 1950s through the 1970s, Southeast Asia was in the middle of the conflict between two Cold War superpowers. The West, led by the United States, and the East, led by the Soviet Union and China, fought for control of the region. Which of the following would describe Southeast Asia in this situation?",A shatterbelt region where outside forces exerted influence,A high-growth area of increasing economic development,An area where theocratic governments were dominant,A contentious area where regional conflicts were common,A relatively peaceful region recovering from colonization,A
Which of the following represents an example of political fragmentation?,The creation of the United Nations,European states joining the European Union,The formation of the African Union,The signing of the North American Free Trade Agreement (NAFTA),The end of Yugoslavia as an independent state,E
"The countries of Japan, Iceland, and Denmark are examples of countries wherein one major ethnic group makes up most of the population. In these countries, the national borders correspond very closely with the state borders. Such countries are most appropriately referred to as which of the following?",Nation-states,Microstates,Core countries,Periphery countries,Ethnic enclaves,A
Which of the following would best describe the type of political entity that an American Indian reservation would be classified as?,Nation-state,Multinational state,Independent state,City-state,Semiautonomous region,E
"Based on the information in the table, which of the following has the highest population density?",Croatia,Hong Kong,Monaco,Singapore,United States,C
The movement of people from the Rust Belt to the Sun Belt is an example of which of the following types of migration?,Intercontinental,International,Interregional,Intraregional,Intervening,C
"In the late 1940s, tensions between India and Pakistan escalated into armed conflict. The tensions were fueled, in part, by religious differences. Such differences are best described by which of the following?",National iconography,Devolution,Colonialism,Centrifugal forces,Centripetal forces,D
Which of the following international organizations would have the most geopolitical importance according to Spykman's rimland theory?,UN (United Nations),EU (European Union),NATO (North Atlantic Treaty Organization),NAFTA (North American Free Trade Agreement),ASEAN (Association of Southeast Asian Nations),C
Suppose that a newly created country forms a government that is based on centralized authority and rejects the notion of locally based power centers. Which of the following terms best describes the government in this new state?,Democracy,Core country,Unitary,Federal,Confederation,C
The four heads of Brahma are thought to represent,India’s four seasons,"the three primary deities in Hinduism, along with Parvati",the four cardinal directions,the Four Noble Truths of Hinduism,the Vedas,E
"Supranational organizations, such as the European Union (EU), North Atlantic Treaty Organization (NATO), and the United Nations (UN), often attempt to limit the political or economic actions of their member countries. As such, these organizations",violate international law,contradict the principles of democracy,threaten to end state-controlled government,challenge state sovereignty,prohibit all trade agreements with non-member states,D
The majority of African states entered the United Nations after 1960 because,the United Nations excluded all African states before 1960,the United States vetoed several African states’ requests to join,a majority of African states were under the control of the Soviet Union,most African states sought to form the Organisation of African Unity (OAU),the majority of the states hadn’t become independent until the 1960s,E
San Marino and Vatican City are countries that are located within Italy. Lesotho is a country that is located within South Africa. Which of the following best describes the political geography of these three states?,They are enclaves.,They are perforated states.,They are theocracies.,They are autonomous regions.,They are buffer states.,A
The Berlin Wall is a good example of which of the following?,Demarcation line,Natural physical boundary,Boundary mandated by the United Nations,Geometric boundary using latitude and longitude,Antecedent boundary located within an urban area,A
Which of the following is the best example of voluntary segregation?,Ethnic neighborhoods in New York City,Ghettos during World War II in Poland,Palestinian refugee camps in Jordan,Relocation of South Africans during apartheid,19th-century American Indian reservations in the United States,A
"The border between the United States and Canada, as shown in the map below, is an example of what type of boundary?",Mountain boundary,River boundary,Religious boundary,Language boundary,Geometric boundary,E
The image below shows which of the following types of survey pattern used in the United States?,Dispersed village,Township and range,Long lots,Metes and bounds,Nucleated format,B
Which of the following is a circumstance that often leads to desertification?,Land becoming exposed to too much precipitation in a short period of time,Herds of animals grazing on land that does not receive enough rainfall,Farms overproducing crops and leading to price reductions,Populations moving away from the land in great numbers,Farmers moving their animals elsewhere and abandoning the land,B
Which of the following best explains the primary difference between livestock ranching and livestock fattening?,Livestock fattening requires more space than livestock ranching.,Livestock ranching has more profit per head of cattle than livestock fattening.,Livestock fattening requires less feed per head of cattle than livestock ranching.,Livestock ranching requires more land than livestock fattening.,Livestock ranching requires more capital investment for feed products.,D
Which of the following best describes the Second Agricultural Revolution?,The Second Agricultural Revolution saw the beginning of seed agriculture.,The Second Agricultural Revolution involved the mechanization of farming.,The Second Agricultural Revolution prompted farmers to develop new crops.,The Second Agricultural Revolution saw the genetic engineering of crops.,The Second Agricultural Revolution saw the rise of large-scale farms.,B
Which of the following trends best describes farming in the United States in the late twentieth century?,Movement to industrial agriculture,Debt-for-nature swap,“Tragedy of the commons”,More sustainable organic yields,More work with intertillage practices,A
Which of the following statements describes an impact of the double-cropping practice that started during the Green Revolution?,It allows subsistence farmers to receive more income from selling their products.,It provides consumers with more choices of foods to eat.,It relies exclusively on natural processes in order to boost crop yields.,It allows farmers to alter natural processes to increase crop yields.,It gives producers the profit margins to meet the demands of investors.,D
Von Thünen's model of agricultural land use revolves around which of the following fundamental principles?,The climate and agricultural conditions worsen farther away from the market area.,The fertility of the soil decreases farther away from the urban area or market.,Access to transportation improves as one moves closer to the urban area.,"In the village system, farmers are involved in subsistence agriculture, and an urban area serves as a cultural hub.","The farmers in the area are all involved in commercial agriculture, selling their products to a centrally located market.",E
Which of the following zones of von Thünen's model is the best fit for the fruit production method of farming?,Market gardening,Dairy,Livestock fattening,Commercial grain,Livestock ranching,A
Which of the following statements best demonstrates the effect that natural features like mountain ranges and oceans have on human geography?,Natural features shape the diffusion of cultural ideas and populations.,Natural features determine the material utility of natural resources.,Natural features control the population of surrounding countries.,Natural features determine the creation of new societal organizations.,Natural features shape the societal structure of surrounding countries.,A
Which of the following scenarios best exemplifies the concept of distance decay?,A person who lives in Nebraska but reads The New York Times,A person who lives far away from a shopping mall and therefore visits it infrequently,A person who lives in a neighborhood with few supermarkets but many fast-food chains,A person who sees a celebrity wearing a particular style and purchases similar garments,A viral video spreading all around the world via the Internet,B
The majority of the world's farming population is involved in which type of agriculture?,Pastoral nomadism,Mediterranean agriculture,Shifting cultivation,Subsistence farming,Plantation agriculture,D
"Three of the largest U.S. dairy regions are in the Northeast (New York and Pennsylvania), the Upper Midwest (Wisconsin and Minnesota), and California. Which of the following best explains this phenomenon?",The transportation systems are much better in these areas.,The climates are more conducive to raising dairy cattle.,Large urban centers are located near each region.,Industrial output is much greater due to the crops produced in these regions.,There are more milk drinkers in these parts of the country than in other parts.,C
Which of the following correctly pairs the agricultural hearth with its type?,Southeast Asia and seed agriculture,West Africa and seed agriculture,Southern Mexico and seed agriculture,Northeastern Africa and vegetative planting,Northern China and vegetative planting,C
Which of the following agricultural practices would most likely be used in tropical forested areas of southeast Asia and central Africa?,Crop rotation,Shifting cultivation,Pastoral nomadism,Mediterranean agriculture,Transhumance,B
Which of the following was most likely the first form of agriculture in human history?,Slash-and-burn farming,Seed agriculture,Hunting and gathering,Pastoral nomadism,Shifting cultivation,C
The Tuareg people of the Sahara and their animals seasonally migrate to the higher lands in the summer and the valleys in the winter. This is best considered an example of,pastoral nomadism,livestock ranching,livestock fattening,dairy farming,transhumance,E
The map below shows corn production for selected U.S. states. Which of the following conclusions can be made based on the map?,Corn is linked with the livestock-fattening region of the United States.,Corn is a high-bulk food and therefore must be grown closer to urban centers.,Corn is a staple food in the American diet.,Corn is not grown much in the West due to dietary preferences.,Corn is not as profitable as other major crops due to the influence of ethanol and other biofuels.,A
Which of the following best explains recent trends in agriculture in the United States?,The average size of farms is decreasing as American farmers’ efficiency increases.,The number of family-owned farms is continuing to increase.,The total revenue of agricultural sales is becoming more concentrated in a small number of large corporate farms.,The cost of converting a conventional farm into a farm that grows certified organic crops is relatively quick and easy.,"Sustainable farms make up only a small percentage of total agricultural sales, and their numbers are declining.",C
"In the 1930s in the United States, a Dust Bowl was created in the Great Plains area due to a combination of drought, overgrazing by cattle, and farming practices that overtaxed the soil. Which of the following terms describes this type of process?",Soil erosion,Climate change,Desertification,Food desert,Farm crisis,C
Which of the following is NOT a form of commercial farming?,Grain farming,Fruit farming,Mediterranean agriculture,Livestock ranching,Slash-and-burn farming,E
Which of the following best explains the role of women in the First Agricultural Revolution?,"Labor-saving devices freed women from toil in the fields, offering them financial independence through factory work.",Women cultivated crops based on their observations of seasonal patterns in plant growth.,Women helped secure food for their tribe by gathering roots and other wild plants.,"Women performed specialized jobs such as caring for the children, weaving cloth, and making cheese from milk.","Labor-saving devices made plantation agriculture a more profitable system, leading to an increase in female slaves.",B
A group of farmers decide to grow crops in tropical areas for sale in more developed countries. Which of the following best describes this type of farming?,Slash-and-burn farming,Plantation agriculture,Intensive subsistence agriculture,Shifting cultivation,Commercial agriculture,B
"Which of the following best describes the concentric zone model, pictured above?","It suggests that the lower classes live closest to the central business district, while the upper classes live farther out.",It is based primarily on transportation systems.,It suggests that urban growth is independent of the central business district.,It is a representation of a post-industrial North America.,It is based on Los Angeles and suggests that areas are zoned off from other zones in the city.,A
Which of the following describes a problem with the concentric zone model?,"It was modeled on Chicago, which never had concentric zones.",Most cities today are no longer organized in clear zones.,Wealthy residents actually prefer to live far from the central business district.,It applies well to European cities but not to other cities.,It incorporates globalization too heavily.,B
"Queenstown has a population of 2.2 million. The next largest city in the country is Kingsville with a population of 850,000. Based on this information, Queenstown is an example of which type of city?",Edge city,European city,Boomburb,Gateway city,Primate city,E
Which of the following lists the urban hierarchy of settlements in order from smallest to largest?,"Town, hamlet, village, metropolis, megalopolis","Village, town, hamlet, metropolis, megalopolis","Megalopolis, metropolis, village, town, hamlet","Hamlet, town, city, megalopolis, metropolis","Hamlet, village, town, city, metropolis",E
Which of the following statements is NOT true regarding world cities?,These cities are the financial capitals of their regions.,These cities have double the population of the next largest city in their countries.,Large financial institutions are located in these cities.,Large publishing companies and transnational corporations are located in these cities.,These cities define their own countries and countries throughout their regions.,B
Which of the following statements best explains the bid-rent theory?,"Land value is highest in the central business district, and land value decreases with distance from the CBD.","Land value is highest in the suburbs, resulting in larger houses.",More space is available in the urban core because most growth is upward.,Land value is higher in the suburbs due to a greater demand for land there.,Land value is constant throughout the metropolitan area due to the high demand for residential space in general.,A
Which of the following statements best describes the Latin American city model?,Many of the streets in Latin American cities are in a dendritic pattern.,Squatter settlements extend outward from the central business direct.,The majority of Latin American city districts have become gentrified.,Middle-class residential areas extend out from the central business district.,High-income residential areas extend out from the central business district.,E
Which of the following is an example of a basic industry?,A hotel in San Francisco,A restaurant in Atlanta,A car factory in Detroit,A convenience store in Dallas,A movie theater in Tampa,C
Gateway cities are associated with which of the following population trends?,Counterurbanization,Suburbanization,Gentrification,Immigration,Industrialization,D
Which of the following is an example of blockbusting?,A lending institution refuses to give loans to those in neighborhoods that have a high default rate on mortgages.,A lending institution refuses to give loans to those in high-risk areas.,A real estate agent tries to induce people to sell their homes by appealing to a perception that a different race is moving into the neighborhood.,A real estate agent shows homes only in certain neighborhoods based on the race of the buyers.,A real estate agent and a financial institution make it very difficult for people of different races to live in the same area of town.,C
Which of the following statements best describes a major difference between U.S. and European cities?,U.S,Traditional European cities were not designed to accommodate automobiles.,U.S,European cities were constructed in accordance with religious beliefs.,Skyscrapers in U.S,B
"Based on the image below, which of the following statements is NOT true regarding Asian cities?",Many of the high-income residences are designed to protect residents from the crime bred by widespread urban poverty.,Asian cities have no formalized central business districts.,"Growth occurs throughout the cities, in part owing to few zoning laws and almost laissez-faire economics.",Growth extends outward from the port.,Asian cities usually include a market-gardening zone because of a cultural preference for fresh food.,A
Which of the following would likely result from deindustrialization?,A walkable city,Decentralization,In-filling,Urbanization,Zones of abandonment,E
In which of the following ways has suburbanization impacted cities?,Cities are becoming dominated by the elderly and younger couples with either no children or very young children.,"Cities are losing nightclubs, theaters, and sports facilities as more people move to the suburbs.",Cities are losing workers as they find new jobs closer to their suburban homes.,Many couples move to suburbs once their grown-up children move away.,Many people are being pushed away from the suburbs by their negative perceptions of them.,A
Favelas are symptoms of which problem in Latin American cities?,Pollution,Gentrification,Colonialism,Wealth inequality,Underpopulation,D
Greenbelts are primarily created to prevent which of the following?,Entrepots,Urban sprawl,Commercialization,Squatter settlements,Redlining,B
Which of the following best describes the multiple nuclei model?,Areas are zoned off or even gated off from other zones in the city.,"Growth may begin in commercial, industrial, and even residential suburbs outside the central business district.","A city's size, including its hinterlands, determines the size of its range.",Urban zones extend along transportation routes.,The lower classes live closest to the central business district.,B
Which of the following best explains the basis for Walter Christaller's central place theory?,Social structure is based on transportation systems rather than on the distance from the central business district.,Growth independent of the central business district is connected to the central city by a highway or an interstate.,People will travel the least distance possible to meet their service needs.,Zones are randomly placed in the city and are separated from each other by walls.,"Lower classes will likely live closest to the central business district, while the upper classes will likely live farther out.",C
"New York City's Central Park is a public outdoor space that offers activities, events, concerts, and other attractions. Central Park is an example of which of the following?",A greenbelt,A festival landscape,A catacomb,A bazaar,A core area,B
Which of the following best describes a significant position in Weber's least cost theory?,People will travel the least possible distance for services.,"The greater influence a city has, the more migration to that city.",The cost to transport raw materials is more important than the cost of the raw materials themselves.,"Birth rate, death rate, and total population are the only factors relevant to population growth.",Farmers sell all of their agricultural harvest.,C
Which of the following is an example of a weight-gaining industry?,Automobile manufacturing,Potato chip making,Sugar processing,Pharmaceutical manufacturing,Fresh produce shipping,A
Which of the following best describes the economic relationship between less developed countries in Africa and more developed countries in Western Europe?,Western European countries have no economic relationship to African countries because they have gained economic independence.,Western European countries continue to remain economically separated from less developed African countries.,"Western European countries procure raw materials and inexpensive, unskilled labor from less developed African countries.",Western European countries own much of the land in less developed African countries through private owners.,Western European countries have a declining economic relationship with less developed African countries due to an unfavorable market orientation.,C
Which of the following most directly influenced the economic success of the Four Asian Tigers?,Raw materials,International trade,Cheap immigrant labor,Low transportation costs,Low land costs,B
The transfer of a shipment of blue jeans from a train to a truck at a distribution point is an example of,gross domestic product,a growth pole,outsourcing,a break-of-bulk point,carrier efficiency,D
Which of the following exemplifies why Shanghai is considered one of China's special economic zones (SEZs)?,The workforce in Shanghai equates personal and professional value with how the company performs.,"Foreign car makers including Ford, General Motors, and Volkswagen have located plants near Shanghai.",The Huang River serves as a major transportation route for the manufacturing industries in Shanghai.,Shanghai is a treaty port that efficiently exports goods made in China.,"Kaohsiung, one of the busiest ports in the world, is an exportation hub that has given rise to Shanghai’s rapid economic growth.",B
Which of the following concepts describes the benefits companies receive due to clustering together in the same location?,Variable costs,Fixed costs,Carrier efficiency,Agglomeration,Substitution principle,D
Which of the following portions of the economy processes raw materials in order to manufacture goods?,Primary sector,Secondary sector,Tertiary sector,Quaternary sector,Quinary sector,B
"According to the core-periphery model, as shown in the map below, the Canadian northern territories would be classified as",an industrial core,an upward transition,a downward transition,a semi-periphery,a resource frontier,E
A large corporation looking to lower labor costs would most likely seek which of the following?,Outsourcing,Agglomeration,Carrier efficiency,Basic industries,Sustainable development,A
"According to Weber's least cost theory, which of the following types of industry is depicted in the image?",Weight-reducing,Weight-gaining,“Brick bunny”,Production point,Market,B
Which of the following industries is most likely to produce goods in a sweatshop?,Garment manufacturing,Poultry processing,Commercial agriculture,Consumer electronics manufacturing,Oil refining,A
Which of the following statements concerning the Human Development Index (HDI) is most accurate?,The HDI of a country correlates with the level of commitment to democracy by its citizens.,The HDI of a country decreases with the level of gender inequities maintained by the country.,The HDI of a country decreases when students study abroad without returning.,The HDI of a country increases with a high literacy score.,The HDI of a country increases when its birth rate is at least two.,C
Which of the following would most likely be undertaken by a corporation engaging in sustainable development?,Producing goods in a maquiladora to avoid high tariffs,Slowing production to avoid oversaturating the market,Raising workers’ wages to ensure lower rates of turnover,Adopting assembly-line manufacturing techniques to maximize efficiency,Pursuing alternative energy sources to reduce pollution,E
Which of the following best matches the rationale for the most used method of industrial transportation?,Automobiles are efficient vehicles that are also cost effective due to the relatively low cost of fuel.,Trains are able to carry large amounts of goods over long distances to any location.,"Airplanes are the fastest way to disseminate goods, reaching even remote locations at low costs.",Ships are the most energy-efficient means of transportation.,"Trucks are extremely mobile, efficient, and flexible as they can move large amounts of cargo long distances relatively quickly.",E
Which of the following best exemplifies the practices of a multinational corporation?,Company X prides itself on limiting the amount of mass production of its products by including artisanal designs.,"Company X has facilities in multiple states and territories in the United States, including Puerto Rico.",Company X negotiates trade with countries that offer high tariffs.,Company X invested in equipment that allows for mass production of most of their products.,"Company X produces some of its goods internationally, but the bulk of its manufacturing is done locally.",D
The adoption of the North American Free Trade Agreement (NAFTA) in 1994 resulted in which of the following?,Entry into the Trans-Pacific Partnership,More strictly regulated trade between member countries,A modest increase in the United States’ GDP,A substantial decrease in trade between Mexico and Canada,Decreased access to large export markets,C
Why was the Gender Development Index (GDI) developed by the United Nations?,The GDI was created to measure the ratio of female to male children.,The GDI was created to measure the percentage of women employed in manufacturing industries.,The GDI was created to determine the disparities between men’s and women’s relative overall human development.,The GDI was created to measure the three dimensions of human development.,The GDI was created to determine the differences in educational attainment for men and women.,C
Which of the following best describes gross domestic product (GDP)?,The total market value of goods exported to other countries,The total market value of the goods and services produced in a country within a given year,The total income earned by a country’s residents both in the country and abroad,A large segment of the economy that is characterized by a distinct type of product or service,The difference in value of a country’s exports and imports,B
Which of the following industry-region pairs is NOT an example of a basic industry?,Steel – Pittsburgh,Automobiles – Detroit,Healthcare – Los Angeles,Computer chips – Silicon Valley,Oil refining – Texas Gulf Coast,C
"According to the graphs, how does Boserup's theory differ from Malthus's theory regarding the relationship between food and population?",Malthus's theory shows that food production is never higher than the population.,Malthus's theory shows the rate of population growth is always greater than the rate of food production.,Boserup's theory shows that population grows at an exponential rate.,Boserup's theory shows that food production increases exponentially.,Boserup's theory shows that the rate curves of food production and population growth never cross.,E
"In the early 1800s, Thomas Malthus predicted that population would soon be in which of the following stages of growth?",Exponential,Negative,Static,Proportional,Linear,A
Weber's least cost theory is based on what primary cost?,Labor,Infrastructure,Transportation,Government taxes,Land costs,C
Which country has created special economic zones (SEZs) to attract investment?,Japan,Vietnam,South Korea,China,Laos,D
"Almost 99 percent of the people in Denmark are Danes, follow the Lutheran religion, and speak Danish. Denmark is thus an exemplar of which of the following?",City-state,Microstate,Stateless nation,Political boundary,Nation-state,E
"According to the demographic transition model, a country enters stage 3 when",the birth rate sharply increases,the birth rate decreases,"the birth and death rates are nearly equal, stabilizing the population",the fertility rate falls below two children per family,the introduction of medicine causes the death rate to decrease,B
What stage in the demographic transition model has exponential growth rates?,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,B
"In the 1930s, many low-income regions of the city of Baltimore, Maryland, were designated as ""hazardous,"" resulting in a reduction in the availability of mortgage lending and an increase in lending costs when mortgages were available. Which of the following terms best describes this phenomenon?",Blockbusting,White flight,Segregation,Ghettoization,Redlining,E
Which of the following best explains the trend of total coal consumption depicted in the first graph?,"Despite the availability of renewable energy sources, non-OECD countries opt to burn coal instead.",The increasing industrialization of developing nations depends on coal as its primary energy source.,The growing use of alternative energy sources in non-OECD countries has displaced the consumption of coal.,The primary energy produced in OECD countries is petroleum.,"The world's coal reserves are decreasing, resulting in a decline of coal consumption in OECD countries.",B
Which of the following continents uses nuclear power for a greater percentage of its total power output than any other continent?,North America,South America,Europe,Asia,Africa,C
"A retired couple moves from Chicago, Illinois to Lakeland, Florida. According to the map below, this is most likely an example of what geographic factor?",Economic pull factor,Economic push factor,Environmental pull factor,Political pull factor,Political push factor,C
"A family plans to move from Los Angeles, California, to New Orleans, Louisiana, but stops and stays in Albuquerque, New Mexico, because of the positive amenities. This is an example of",distance decay,an environmental pull factor,an environmental push factor,intervening opportunity,intervening obstacle,D
"During the process of acculturation, how many generations, on average, does it take for an immigrant family to lose its primary language?",One generation,Two generations,Three generations,Four generations,They never lose their primary language.,C
"Which of the following theories, pictured below, suggests that whoever owns the Eastern European region could control the world based on the agricultural and industrial production of the region?",Rimland theory,Heartland theory,Domino theory,Transnational theory,Organic theory,B
The delivery area of the Pittsburgh Post-Gazette is an example of,a functional region,a formal region,a vernacular region,a statistical region,an urban region,A
"Based on the information in the table below, which of the following cities is a primate city in its country?","London, United Kingdom","Venice, Italy","Frankfurt, Germany","Aarhus, Denmark","Medellín, Colombia",A
Which of the following countries would be considered an enclave?,United States,Indonesia,Lesotho,Egypt,Morocco,C
"Prior to the First Agricultural Revolution, how did humans primarily obtain food?",Fishing,Planting crops,Hunting and gathering,Genetically engineering food for mass production,"Purchasing crops in small, food-specific establishments",C
Farming in the United States is in a transition period best characterized by,the increase in farms located in the Midwest,the movement toward industrial farming,the movement from hunting and gathering to planting and sustaining,the movement of population to rural areas,the use of less genetic engineering to modify plants and animals,B
The Second Agricultural Revolution coincided with,increased genetic engineering of crops,the Industrial Revolution,the transition to planting crops,the Green Revolution,the Enlightenment in Europe,B
Which of the following events contradicted Malthus's prediction?,The First Agricultural Revolution,Pastoral nomadism,Plant domestication,The Second Agricultural Revolution,The Fourth Agricultural Revolution,D
Which of the following areas of the world is currently experiencing the most rapid population growth?,North America,Western Europe,Sub-Saharan Africa,South Asia,South America,C
A lack of economic development in developing regions of the world is predominantly attributed to a lack of,infrastructure,"physical features, such as rivers",labor availability,foreign investment,modern technology,D
"According to the map below, the Mississippi River is a prime example of which of the following types of political boundaries?",Relic,Subsequent,Antecedent,Geometric,Superimposed,C
"In terms of today's global economy, which of the following areas would be considered the resource frontier of the world?",East Asia,The Middle East,Sub-Saharan Africa,Central and Western Europe,Eastern South America,B
Which of the following political tactics was allegedly used when the boundaries of North Carolina's Twelfth Congressional District were drawn?,Gerrymandering,Reapportionment,Sundown towns,Blockbusting,Redlining,A
Which of the following describes the spread of religion as a result of Bhutanese refugees migrating to North Carolina?,Expansion diffusion,Stimulus diffusion,Sun Belt migration,Relocation diffusion,Distribution,D
What is the primary type of farming used in the rain forests of Brazil?,Commercial agriculture,Slash-and-burn agriculture,Intensive subsistence agriculture,Truck farming,Irrigated fruit farming,B
"Sub-Saharan agricultural regions, as depicted in dark gray on the map, are primarily adversely affected by which of the following environmental factors?",Climate change,Desertification,El Niño,Increased earthquake activity,Transhumance,B
Which of the following example best fits the city structure depicted in the first image?,Commuting to work from the suburbs in Atlanta,Living on campus at a local university in Texas,Living and working within an edge city in New York,Migrating from New York to Los Angeles,Living and working in the downtown area of Tampa,A
"Which of the following models suggests that in an urban setting, the farther a neighborhood is from the central business district, the greater its wealth is?",Sector model,Keno-capitalism model,Multiple nuclei model,Concentric zone model,Urban periphery model,D
Languages that are in danger of extinction are typically used in isolated regions around the world. Which of the following regions has the fewest languages that are under threat of extinction?,Europe,The Americas,The Pacific islands,Asia,Sub-Saharan Africa,A
"What is the primary form of agriculture found in desert regions, such as the Gobi Desert regions of Mongolia?",Truck farming,Slash-and-burn farming,Plantation agriculture,Commercial agriculture,Pastoral nomadism,E
Which of the following most accurately describes typical Southeast Asian cities?,"Cities are laid out like the hub and spoke of a bicycle wheel, with all roads leading to the center of the city.",High-income residences that extend out from the central business district are gated communities.,"Growth extends outward from the port, and commercial zones are near ports.",Cities include three central business districts with ethnic neighborhoods extending outward from them.,Bazaars and markets play significant roles in propelling the economy in cities.,C
Central Park in New York City is a public recreation space that hosts outdoor events. This is a good example of which of the following features?,A central business district,A greenbelt,A festival landscape,Urban development,An ethnic landscape,C
The prevalence of corn production in the United States correlates with which of the following practices that is normally classified as an extensive agricultural activity?,Cattle production,Irrigated farmland,Dairying,Market-gardening activities,Pastoral nomadism,A
"According to the map, which of the following is the universalizing religion that is most prevalent in the world today?",Christianity,Islam,Buddhism,Judaism,Hinduism,A
"Based on the map and your knowledge of human geography, which of following represents the world's fastest-growing religion?",Shintoism,Islam,Judaism,Folk religions,Hinduism,B
Which religions are most prominent today in the regions that were the hearths of the world's five major religions?,Christianity and Buddhism,Christianity and Hinduism,Buddhism and Islam,Hinduism and Islam,Hinduism and Buddhism,D
The 38th parallel was created to form the border between North and South Korea after World War II. This line is an example of a(n),relic boundary,antecedent boundary,superimposed boundary,maritime boundary,subsequent boundary,C
"Based on the population pyramid, the population of Japan in 2050 is projected to have a large percentage of which of the following groups?",Immigrants,Parents,Youth,Women,Elderly people,E
An increase in which of the following would most likely broaden the base of the population pyramid?,Birth rate,Literacy rate,Per capita gross domestic product,Immigration rate,Life expectancy,A
A television personality starts a fad of wearing shorts with a shirt and tie. The trend gradually spreads throughout the United States. This is an example of which of the following types of diffusion?,Acculturation,Contagious,Stimulus,Relocation,Hierarchical,E
Which of the following religions is a monotheistic religion?,Hinduism,Shintoism,Animism,Judaism,Buddhism,D
"A city is located on a river that is prone to flooding yet provides trade advantages that bring measurable wealth to the city. Based on this information, which of the following statements would best fit that city?",The city has a good site yet a poor situation.,The city has a good situation yet a poor site.,The city has a good situation and a good site.,The city has flood disadvantages that outweigh the trade advantages.,The city has trade advantages that outweigh the flood disadvantages,B
"According to the Latin American city model, Latin American cities are typically centered around which of the following?",Industrial district,Market district,Squatter settlements,Zone of maturity,Elite residential sector,B
Which of the following is presupposed in von Thünen's model of agricultural land use?,The farmers sell all of their farm production to a market.,The higher-end commodities are located farther from the market.,The lighter commodities are closer to the market to ensure profitability.,The heavier commodities are around the market because they need irrigation.,The market is based on subsistence farming practices in less developed countries.,A
Which of the following best explains an aspect of von Thünen's model of agricultural land use?,The cost of transportation from livestock fattening is more than the cost of livestock ranching.,"While the cost of transporting vegetables is low, they belong in the first zone because the cost of spoilage is very high.","Although dairy byproducts do not spoil easily, the dairy industry is close to the market because milk does spoil easily.",Livestock ranching is a higher zone because the animals weigh much less compared to those raised by livestock fattening.,"Because the cost to produce and transport grain is low, commercial grain farming can be far from the market.",C
Which of the following distinguishes Islamic cities from other city models?,The role religion plays in city infrastructure,The way the city layout features bazaars,The proliferation of squatter areas,The existence of multiple central business districts,The lack of population growth,A
Which of the following types of industries best applies to the production of potato chips?,Variable-cost industry,Fixed-cost industry,Weight-gaining industry,Weight-reducing industry,Market-dependent industry,D
Which is the world's primary lingua franca language?,Mandarin Chinese,Russian,English,Spanish,Hindi,C
Which of the following accurately identifies the urban hierarchy of settlements from least populous to most populous?,"Hamlet, village, town, city, metropolis","Hamlet, town, city, megalopolis, metropolis","Megalopolis, metropolis, village, town, hamlet","Village, town, hamlet, metropolis, megalopolis","Town, hamlet, village, metropolis, megalopolis",A
"Los Angeles receives goods from Asia via ships. In the ports, the goods are put on trains for distribution around the United States. Which of the following terms best describes Los Angeles in this scenario?",Break-of-bulk point,Variable-cost provider,Fixed-cost provider,Basic industry site,Trade alternative partner,A
